V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68
0,0,0,0,0,0,0,0,0,0,0,0.00798266878231495,0.0581378385817487,0.103965233636446,0.145959519697997,0.184537669024197,0.218848256234754,0.250003107875307,0.279041491938895,0.306101032155413,0.331301341176037,0.354750397236172,0.376233240971907,0.39583003822015,0.414337989607529,0.430957622985762,0.445698943148337,0.459368101521927,0.472000457197961,0.483669451506154,0.49444404647184,0.504388014467975,0.51356052352789,0.522015597098889,0.529617961370563,0.536555641785595,0.542945768803734,0.548828531499039,0.554241169870829,0.559218410035692,0.563775544772954,0.567975915009716,0.571833738273235,0.575373801086612,0.578602438132664,0.581577439162331,0.584305504415765,0.587020782882827,0.590193058944482,0.593130946858204,0.595919463047808,0.598997626630297,0.60193697055602,0.604576436421427,0.607016119275859,0.609229006105117,0.611275081405634,0.612859955489117,0.614296833805645,0.615662637562192,0.616889864259784,0.618032180316606,0.619053000722032,0.620006263083433,0.620860582405409,0.621551234317335,0.622183524759514,0.622743576154362
0,0,0,0,0,0,0,-0.000830873775882129,-0.079282418629018,-0.152124141476925,-0.219916109471061,-0.282601323443815,-0.337557180667147,-0.387823284305786,-0.433928430566623,-0.476317108049832,-0.513876939027205,-0.547371233900106,-0.578046939127584,-0.606225069308834,-0.632141178447872,-0.6559917128286,-0.677716126204808,-0.697380831077129,-0.715906731208819,-0.734690915205587,-0.754031028501435,-0.772159477963733,-0.789048088268485,-0.804759257324202,-0.819356856655623,-0.832903447519599,-0.84546003421264,-0.857080450659247,-0.86765720160794,-0.877379629566289,-0.886352675124995,-0.894629503317763,-0.902258133420942,-0.909283904356592,-0.915688776909246,-0.921632432139924,-0.927099773400999,-0.932121974534736,-0.936670448591559,-0.940896847162722,-0.944778497339585,-0.948384926704938,-0.952086325544946,-0.955513628342405,-0.95870766574909,-0.961682161045006,-0.964482851138119,-0.96735080994234,-0.97005818923479,-0.972486782166023,-0.97477297854934,-0.976791589952935,-0.978668912383253,-0.980373985437072,-0.98187443350019,-0.98330069949433,-0.984550161204197,-0.985744959257764,-0.986787174677944,-0.987620184479006,-0.988415976839473,-0.989097806886905
0,0.135376728255859,0.256623456621089,0.365222579189666,0.462527618864985,0.549786987326684,0.62814132065437,0.698599693901235,0.760821836177161,0.817569650614738,0.869495345430894,0.917291050950372,0.961999387724059,1.00334448556625,1.04165325801965,1.0772081476418,1.10991871234884,1.14014570973193,1.16823013817581,1.19447208562417,1.21896083288917,1.24176940486622,1.26119529868977,1.2788818123617,1.29576799365652,1.31178404756885,1.3270330043828,1.34137983769307,1.35479551447965,1.36732299347547,1.37900711354315,1.38989140231973,1.40001816760246,1.40941831385148,1.41794747881712,1.42580308161804,1.43307806304752,1.43981208021249,1.44603920207971,1.45179192251192,1.45700037886294,1.46189343056468,1.46640918952722,1.4705673015022,1.47429368527936,1.47780596165105,1.48104220147743,1.48377258405194,1.48720366729462,1.49041389608967,1.49344924081239,1.49670770362932,1.49986402645631,1.50312671236457,1.50624250494076,1.50900473520074,1.51163371259447,1.5143116056541,1.51689488456927,1.51932292372566,1.52144264208612,1.52347533484123,1.52523402611404,1.52693390052748,1.52837759488837,1.52967491759287,1.53098677730342,1.53208468108019
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00917549089680873,0.0277061590857277,0.0449845924651403,0.0610646331745056,0.0760139882498897,0.0898977257662939,0.102778274835218,0.114715620582436,0.125765900829177,0.13576007065872,0.144931065824066,0.153412887010322,0.161249951318992,0.168483989022869,0.175155014398323,0.181276998334603,0.18693370523782,0.192138902448005,0.196923579452654,0.201292819413791,0.205325641099562,0.209027974491459,0.212019483136153,0.21429110311655,0.216375325994553,0.218252712171246,0.219889866106499,0.221496641597476,0.222979505733099,0.224360664457534,0.225598648261503,0.22675766156456,0.227819411364969,0.228780715552509,0.229596801715129,0.23031570942257,0.23099428939576,0.231590889709241,0.232156776955835,0.232636981309198,0.233074585791464,0.233499975156521,0.233869617890475
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0168105907082333,-0.0424857446136445,-0.0659165099777163,-0.0873167299960568,-0.106865074883554,-0.124717138847452,-0.140389053049601,-0.154683217214702,-0.167764078968519,-0.18036302107445,-0.192729686582447,-0.204245830651947,-0.214952559238446,-0.22489653283199,-0.234122793399826,-0.242674496685713,-0.250593013541256,-0.257915662221994,-0.26451650536589,-0.270561503448395,-0.27614533140863,-0.281299508743505,-0.286052913576669,-0.290432989100062,-0.294437882022594,-0.29814709146473,-0.301559295188174,-0.3046945027565,-0.307544980363763,-0.310185211860801,-0.312609410240527,-0.314580111540767,-0.315728229147415,-0.316773233121417,-0.317947711715142,-0.320128951589952,-0.32230837352106,-0.324615136535436,-0.326771582755893,-0.328715117265481,-0.33052986312016,-0.331808942915592,-0.332964773826989,-0.334034921970698,-0.33498040930211,-0.335874464178932,-0.336659413702699,-0.33740560719199,-0.338017861337347,-0.338508181746309,-0.338975959183842,-0.339379490299718
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7661904369294e-05,0.000312292830859277,0.000572376991145269,0.000810577554649542,0.00102594517898359,0.00122308275400978,0.00142633428671597,0.00156848723096116,0.00167786784981476,0.00178368331908522
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00173847419661033,-0.00349627480634269,-0.00508844305685928,-0.00655806115289337,-0.00788220631512003,-0.00909045906259261,-0.0101640071063231,-0.0111299348624611,-0.0120256531731697,-0.012829625604156,-0.013576939862464,-0.0142766669597518,-0.0148782097425956,-0.015428046331271,-0.01591941632143
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000321840556250189,-0.000931859549118076,-0.00149792570605738,-0.0020325094229021
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000584833786100178,-0.00131350405936861,-0.00196929751535336
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00212052024063771,0.00419076194336866,0.006071218539727,0.00780565801595767,0.00947863453998532,0.0110113743914245,0.0124380570115198,0.0137252278047118,0.0149127926500412,0.0159830776316173,0.0169722835991292,0.0178575253336125,0.018687610182637,0.0194721942354841,0.02017383767778
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00431586339233356,0.00838523056489423,0.0118478777967097,0.0145782718597964,0.0166094973460774,0.0183085921433508,0.0197408478286885,0.0209469279626596,0.0219607783774807,0.0228113980524061,0.0235235915914872,0.0241210006469964,0.0245187664130803,0.0248104453757217,0.0250500726010925,0.0252456539248982,0.0254044313182569,0.0255325661354116,0.0256559637922893,0.0257381718129266,0.0258013722768826,0.0258501705420194,0.0259074560452523,0.0259359623967132,0.025954735901695,0.0260515972338599,0.0266712480421723,0.0272432337918389,0.0276493319083242,0.0275564444240228,0.0276137042617892,0.0281274163189788,0.0286118457655106,0.0290705372052046,0.0294752635709929,0.0297928797816977,0.0300719635159293,0.0302902655947451,0.0305040862343071,0.0306851682971859,0.0308669859220846,0.0310187944092578,0.0312006281511823,0.0314860231198652,0.0317549131458765,0.0320180705318065
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000619077615091827,-0.00387184052882168,-0.00709779382303328,-0.00993526734936271,-0.0125271847534233,-0.0148821860972112,-0.0170435156915151,-0.0192812242649994,-0.0213692620815688,-0.0232616126445712,-0.024973246024994,-0.0265486643289472,-0.0279705708065179,-0.0292817638100601,-0.0304283516252033,-0.0314576526093147,-0.0324238998413245,-0.0332816091413042
