"s0","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25","s26","s27","s28","s29","s30","s31","s32","s33","s34","s35","s36","s37","s38","s39","s40","s41","s42","s43","s44","s45","s46","s47","s48","s49","s50","s51","s52","s53","s54","s55","s56","s57","s58","s59","s60","s61","s62","s63","s64","s65","s66","s67"
0,0,0,0,0,0,0,0,0,0,0,0.00798266878231626,0.058137838581749,0.103965233636447,0.145959519697997,0.184537669024198,0.218848256234755,0.250003107875307,0.279041491938896,0.306101032155414,0.331301341176038,0.354750397236172,0.376233240971907,0.39583003822015,0.414337989607529,0.430957622985762,0.445698943148337,0.459368101521927,0.472000457197962,0.483669451506155,0.494444046471841,0.504388014467977,0.513560523527891,0.52201559709889,0.529617961370564,0.536555641785596,0.542945768803735,0.548828531499041,0.554241169870831,0.559218410035693,0.563775544772956,0.567975915009718,0.571833738273237,0.575373801086615,0.578602438132667,0.581577439162334,0.584305504415768,0.587020782882829,0.590193058944484,0.593130946858207,0.59591946304781,0.598997626630298,0.601936970556021,0.604576436421428,0.60701611927586,0.609229006105119,0.611275081405635,0.612859955489118,0.614296833805645,0.615662637562191,0.616889864259784,0.618032180316605,0.619053000722031,0.620006263083432,0.620860582405407,0.621551234317334,0.622183524759513,0.62274357615436
0,0,0,0,0,0,0,-0.000830873775883126,-0.0792824186290185,-0.152124141476926,-0.219916109471062,-0.282601323443815,-0.337557180667148,-0.387823284305786,-0.433928430566624,-0.476317108049833,-0.513876939027205,-0.547371233900106,-0.578046939127583,-0.606225069308834,-0.632141178447872,-0.6559917128286,-0.677716126204809,-0.697380831077129,-0.715906731208818,-0.734690915205587,-0.754031028501434,-0.772159477963732,-0.789048088268484,-0.804759257324201,-0.819356856655623,-0.832903447519599,-0.84546003421264,-0.857080450659247,-0.86765720160794,-0.877379629566288,-0.886352675124995,-0.894629503317763,-0.902258133420942,-0.909283904356591,-0.915688776909245,-0.921632432139923,-0.927099773400997,-0.932121974534735,-0.936670448591557,-0.94089684716272,-0.944778497339584,-0.948384926704937,-0.952086325544945,-0.955513628342404,-0.958707665749088,-0.961682161045005,-0.964482851138118,-0.967350809942339,-0.970058189234789,-0.972486782166022,-0.97477297854934,-0.976791589952934,-0.978668912383252,-0.980373985437071,-0.981874433500189,-0.983300699494329,-0.984550161204196,-0.985744959257763,-0.986787174677942,-0.987620184479003,-0.98841597683947,-0.989097806886902
0,0.135376728255861,0.25662345662109,0.365222579189664,0.462527618864985,0.549786987326684,0.628141320654371,0.698599693901235,0.76082183617716,0.817569650614738,0.869495345430894,0.917291050950372,0.961999387724059,1.00334448556625,1.04165325801965,1.0772081476418,1.10991871234884,1.14014570973193,1.16823013817581,1.19447208562417,1.21896083288917,1.24176940486622,1.26119529868977,1.2788818123617,1.29576799365652,1.31178404756885,1.32703300438279,1.34137983769307,1.35479551447965,1.36732299347547,1.37900711354315,1.38989140231973,1.40001816760245,1.40941831385147,1.41794747881712,1.42580308161804,1.43307806304751,1.43981208021249,1.44603920207971,1.45179192251191,1.45700037886294,1.46189343056468,1.46640918952722,1.4705673015022,1.47429368527936,1.47780596165105,1.48104220147742,1.48377258405193,1.48720366729462,1.49041389608967,1.49344924081238,1.49670770362932,1.49986402645631,1.50312671236456,1.50624250494076,1.50900473520073,1.51163371259446,1.51431160565409,1.51689488456926,1.51932292372566,1.52144264208612,1.52347533484123,1.52523402611404,1.52693390052747,1.52837759488837,1.52967491759286,1.53098677730342,1.53208468108018
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00917549089680701,0.0277061590857257,0.044984592465139,0.061064633174504,0.0760139882498878,0.0898977257662919,0.102778274835216,0.114715620582433,0.125765900829174,0.135760070658718,0.144931065824063,0.153412887010318,0.161249951318987,0.168483989022864,0.175155014398319,0.181276998334599,0.186933705237816,0.192138902448001,0.19692357945265,0.201292819413788,0.205325641099558,0.209027974491455,0.212019483136149,0.214291103116546,0.216375325994549,0.218252712171241,0.219889866106495,0.221496641597471,0.222979505733095,0.224360664457529,0.225598648261499,0.226757661564555,0.227819411364965,0.228780715552505,0.229596801715125,0.230315709422566,0.230994289395757,0.231590889709237,0.232156776955831,0.232636981309193,0.233074585791459,0.233499975156517,0.23386961789047
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0168105907082345,-0.0424857446136458,-0.0659165099777171,-0.0873167299960577,-0.106865074883555,-0.124717138847453,-0.140389053049603,-0.154683217214704,-0.16776407896852,-0.180363021074451,-0.192729686582449,-0.204245830651948,-0.214952559238448,-0.224896532831992,-0.234122793399828,-0.242674496685715,-0.250593013541259,-0.257915662221997,-0.264516505365892,-0.270561503448397,-0.276145331408632,-0.281299508743507,-0.286052913576672,-0.290432989100064,-0.294437882022596,-0.298147091464732,-0.301559295188175,-0.304694502756502,-0.307544980363764,-0.310185211860803,-0.312609410240529,-0.314580111540768,-0.315728229147416,-0.316773233121418,-0.317947711715143,-0.320128951589953,-0.322308373521061,-0.324615136535438,-0.326771582755896,-0.328715117265483,-0.330529863120164,-0.331808942915593,-0.332964773826991,-0.334034921970701,-0.334980409302114,-0.335874464178934,-0.336659413702702,-0.337405607191993,-0.33801786133735,-0.338508181746313,-0.338975959183846,-0.339379490299721
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76619043677829e-05,0.000312292830857759,0.000572376991143456,0.000810577554647067,0.00102594517898212,0.00122308275400866,0.00142633428671449,0.0015684872309607,0.00167786784981371,0.0017836833190836
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00173847419661172,-0.00349627480634444,-0.00508844305686066,-0.00655806115289495,-0.00788220631512088,-0.00909045906259378,-0.0101640071063243,-0.0111299348624623,-0.0120256531731704,-0.0128296256041571,-0.0135769398624657,-0.0142766669597531,-0.0148782097425972,-0.0154280463312731,-0.0159194163214312
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000321840556247229,-0.00093185954911465,-0.00149792570605362,-0.00203250942289795
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000584833786098933,-0.00131350405936566,-0.00196929751535121
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021205202406381,0.00419076194336896,0.00607121853972752,0.00780565801595772,0.00947863453998697,0.0110113743914258,0.0124380570115206,0.0137252278047125,0.0149127926500421,0.0159830776316187,0.016972283599131,0.0178575253336145,0.0186876101826392,0.0194721942354862,0.0201738376777825
