"V0","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66"
0.0,0.13926499169271248,0.26982923174639023,0.3887945044427178,0.4971912301947344,0.595958289584836,0.6796055644318625,0.7436436796489598,0.7967208605386312,0.8479735291428683,0.8959613175749185,0.9396872147744123,0.979528623813631,1.0158306318813308,1.0534043142097873,1.0885245288593106,1.1205168009089754,1.1496669674046676,1.176227513450101,1.2004284937887904,1.222479525734887,1.2425717459509462,1.2561713647449657,1.267078796527743,1.2770502667180765,1.2861359257582605,1.2944144399111768,1.3019575136833044,1.3088304815710994,1.3150928739344356,1.3205636215559886,1.3253733249936217,1.3297526685143972,1.3337782102994669,1.3373939112007103,1.340981413748174,1.3443199496165084,1.3473830645473421,1.3500302964976096,1.3518343496237741,1.35422128326198,1.3563615318268216,1.3583286249759385,1.3600772386576103,1.36182657759232,1.3635166103831111,1.3650124728597801,1.3664502562538645,1.3677485418897732,1.3689305613511455,1.3699846958813857,1.3709626375800879,1.3718586045835917,1.3726754210414358,1.3734197089923375,1.3740978791302063,1.3747158027030304,1.3752788316637663,1.3757918426845348,1.3762592792202222,1.376685189982394,1.3770732640063146,1.3774624706362033,1.3777784644088376,1.3780689801289603,1.3783352199678072,1.3785782201527197
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033053676673959037,0.002364852453728958,0.004540619787824592,0.006504738764785686,0.008183930073412438,0.009356285868638925,0.01066382926987089,0.012117261146698925,0.013394881011726591,0.014397674738569477,0.015372030661029686,0.01626067032239214,0.017077021357387052,0.01781338530681266,0.01848505008775331,0.019097138250104624,0.019654857371471168,0.020163030753783336,0.02062605944524585,0.02104795394595083,0.02143236850213281,0.02178263272864289,0.022101780446639022,0.022392575960976387,0.022662889781584723,0.02287659088709419,0.023067319137683867,0.023240539457947205,0.023398270390352208
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04902347481042315,0.11562631423481534,0.17631054887831163,0.23160376332006924,0.2819848809853047,0.32601557882100407,0.3657523806870946,0.4019670548732411,0.43496451753481596,0.4650305765583602,0.4924256497637837,0.5173870201696231,0.5401292418358942,0.5612338560302037,0.5805822728628499,0.5982103623629138,0.6142724146885967,0.628907558549838,0.6422425565665896,0.6543929101123276,0.6654638597368397,0.6750521787647289,0.6833693045284026,0.6909609219772886,0.6978770070080003,0.7040864806156387,0.7083471395264218,0.710472110827244,0.7125557597911363,0.714974979652295,0.7183628415420243,0.722517758030919,0.7261480257601699,0.7293959335934344,0.7327478922927234,0.7356878010532335,0.7384899193258466,0.7409823465232622,0.7434651481270481,0.7456365092294132,0.7476135073786956,0.749469619342799,0.7511091101460793,0.7526001134622817,0.7539584802418098,0.7551961623112595,0.7563238914453537,0.7573514361916379,0.7582876966923658,0.759140782390514,0.759918082306433,0.7606263290401496,0.7612716570860527,0.7618229689217086,0.7623331148589513,0.7627921137003465,0.7632096037514566,0.7635899079322463
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006067577534298442,0.0057179225924019125,0.01027329466597072,0.01445816715810398,0.01815343744713538,0.02180737099220164,0.025450529630972375,0.029051895791586606,0.03237434190361112,0.035423370320471013,0.0382016649121625,0.04068249485780348,0.04298924136857482,0.04509504410996648,0.047014095400809995,0.04876268773322523,0.050355941714779626,0.05180765553204683,0.05313040310417691,0.05433564142832378,0.05543380970157972,0.05643441973212192,0.0573461383253479,0.05816504849612547,0.0589241243821547,0.0596193338773763,0.060253955700634236,0.06083249562615459
0.0,0.0,0.0,0.0,0.0,0.0,-0.032643581199808244,-0.11207321135994733,-0.18116745808912102,-0.24689472615926691,-0.3080360662671868,-0.3637423871306308,-0.414499911892735,-0.46074827804857216,-0.5017437341870025,-0.5388392899363811,-0.5726529805117516,-0.6034627565762276,-0.6315354770504461,-0.6571142944093946,-0.6804207601323489,-0.7016531626675265,-0.720086112579967,-0.7365961607542756,-0.751646191267697,-0.7653592139064118,-0.7778540094053178,-0.7892388017091977,-0.7996122004426035,-0.8090640550228186,-0.8173609735489926,-0.824601962108236,-0.8312255769224086,-0.8372675148596538,-0.8428531496835735,-0.8480877647311674,-0.8518217334312295,-0.8554494223960244,-0.8591237650539095,-0.8627891179060286,-0.8656197022739962,-0.8682135469249062,-0.8707201656065287,-0.8734421093772015,-0.8759544080814877,-0.8784833056623995,-0.8808312853191962,-0.8831601511835068,-0.8852113204004043,-0.887078830450961,-0.8888101598628244,-0.8903598108486855,-0.8917700237634679,-0.8930548623058177,-0.8942255542942008,-0.8952922449978385,-0.896264173831111,-0.8971497591855644,-0.8979566715779379,-0.8986919000973216,-0.8993618129414185,-0.8999722125748028,-0.9005302147774024,-0.9010192512166602,-0.9014607202174185,-0.9018621507413142,-0.9022277958650863
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01347455902074612,0.06180401436398719,0.10589978816915181,0.14610955300735148,0.18274613191117717,0.21612801808245227,0.2465443494906037,0.2748031574152962,0.3006450198701823,0.3241948981284127,0.34565267030315294,0.36520419313799035,0.3830188125704359,0.39925083031165154,0.41403844465407713,0.430083499865782,0.4454661384598414,0.4594785728621197,0.4722461745112649,0.48387953761379554,0.4944794248011857,0.5041376472253613,0.5129378597885496,0.5213807370688425,0.5293939587663097,0.5366961135971703,0.543343266781507,0.5494034802965875,0.5548237815161193,0.5596036578752092,0.5641582074282079,0.5688257495191558,0.5734103635555805,0.5767300589554096,0.5797942689959588,0.5825171650567302,0.5850583501073832,0.5874153843147263,0.5897758980631059,0.5922458891439356,0.5946324258498421,0.5967779676044872,0.5987324425598757,0.6005017598973136,0.6021280200223333,0.6036074757400866,0.6049552593737291,0.6061832903994537,0.6073022251150821,0.6083217566526935,0.609250715811189,0.6100971487978418,0.6108683870107899,0.6115711105465184,0.6122114060601198,0.6126935718950934,0.6131996536243064,0.613661388599989,0.6140814904427477,0.6144640846104291
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004773490866824758,0.012773803579440171,0.02005437799514429,0.02668633107231987,0.0327039143475099,0.03851973839908597,0.04475229953152188,0.050401186507846675,0.05579352922136997,0.061691289050603025,0.06707227573826571,0.0720034663528338,0.07623197347976178,0.0796179346577706,0.08306316744176208,0.08655275106399742,0.08983392904124575,0.09279488065068019,0.09551075401818623,0.09798554820785821,0.10021053635291464,0.10226623153710089,0.10414080216126444,0.10584892054211661,0.10740529889358269,0.10882341315132345,0.11011554606400177,0.11129288945113644,0.11236564089673384,0.11334309206053728,0.11423370915691716,0.11504520628509823,0.11586395194917364,0.11662592851352413,0.11732387550313594,0.11796055009122616,0.11854077347660685
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03113765411631686,0.06549653896946404,0.09680195772138099,0.1253262893759768,0.15131659802272995,0.17499799928159762,0.19657561012130423,0.2162341100341091,0.23282182372158972,0.24749572263691816,0.26088200615989343,0.27307909909898104,0.28419263592573785,0.29431887677100244,0.30354553028866305,0.3119525133375374,0.3193700088052267,0.3259468261075868,0.3319375971793969,0.3374113055142223,0.34243052114343314,0.3472213186802172,0.35117413760997207,0.3548415054575416,0.3581403171754499,0.3606567337868559,0.36324305245709576,0.3656068245801132,0.367970084390992,0.37041924506684787,0.37268128405220186,0.37482805328709634,0.37705752628577915,0.3792894977301109,0.3812820506304194,0.38309649667066337,0.3847163244162578,0.3862237111111224,0.3875989783757472,0.38885220802751547,0.38999411512380944,0.39103457921164475,0.3919826114068246,0.39284642304015555,0.3936334960291784,0.3943506476231543,0.39500408944607673,0.3955994812984121,0.3960464453604653,0.39648605403948206,0.3968906039326873,0.39726005187333663,0.39759687845962144
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002621182121452811,-0.005743725580129043,-0.00855289534789244,-0.011111228223533463,-0.013360431272744484,-0.015487848288094526,-0.017429824063101763,-0.019199503517040188,-0.02081198535761708,-0.02228121994344874,-0.023619931869754772,-0.02483971632534501,-0.025951138492331126,-0.02696382497725434,-0.02788654718594134,-0.028727297296737852,-0.02932374540390869,-0.02995453803874699,-0.03053899081354343,-0.031073136003339764,-0.03156014499769527
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012066076867365833,0.010034050335367155,0.019857315675118784,0.028831014245850318,0.03736227158059489,0.0457807584870509,0.053800085770518584,0.061116762469885386,0.06803003790108557,0.07423301629547188,0.07972361499312919,0.08420434892075356,0.08879914922832201,0.09298109869507316,0.09683661956893821,0.10035050736327872,0.10350506939545434,0.10642372336868716,0.1090857625781308,0.11151146912565654,0.11372169190474524,0.11573556514878929,0.11757053147898024,0.11924248445994515,0.120765905746316,0.12215399048433995,0.12341876159996033,0.12457117393552432,0.1255623471877592,0.12652564666256508,0.12741270233024118,0.12822237502299752,0.12896034904659454
