"s0","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25","s26","s27","s28","s29","s30","s31","s32","s33","s34","s35","s36","s37","s38","s39","s40","s41","s42","s43","s44","s45","s46","s47","s48","s49","s50","s51","s52","s53","s54","s55","s56","s57","s58","s59","s60","s61","s62","s63","s64","s65","s66"
0,0.139264991692713,0.269829231746391,0.388794504442718,0.497191230194734,0.595958289584836,0.679605564431861,0.743643679648959,0.79672086053863,0.847973529142867,0.895961317574917,0.939687214774411,0.979528623813629,1.01583063188133,1.05340431420979,1.08852452885931,1.12051680090897,1.14966696740467,1.1762275134501,1.20042849378879,1.22247952573489,1.24257174595094,1.25617136474496,1.26707879652774,1.27705026671807,1.28613592575826,1.29441443991117,1.3019575136833,1.3088304815711,1.31509287393443,1.32056362155599,1.32537332499362,1.32975266851439,1.33377821029946,1.33739391120071,1.34098141374817,1.34431994961651,1.34738306454734,1.35003029649761,1.35183434962377,1.35422128326198,1.35636153182682,1.35832862497594,1.36007723865761,1.36182657759232,1.36351661038311,1.36501247285978,1.36645025625386,1.36774854188977,1.36893056135114,1.36998469588138,1.37096263758009,1.37185860458359,1.37267542104143,1.37341970899234,1.3740978791302,1.37471580270303,1.37527883166376,1.37579184268453,1.37625927922022,1.37668518998239,1.37707326400631,1.3774624706362,1.37777846440884,1.37806898012896,1.3783352199678,1.37857822015272
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000330536766739641,0.00236485245372907,0.00454061978782466,0.00650473876478574,0.00818393007341247,0.00935628586863889,0.010663829269871,0.012117261146699,0.0133948810117267,0.0143976747385696,0.0153720306610298,0.0162606703223923,0.0170770213573872,0.0178133853068128,0.0184850500877535,0.0190971382501047,0.0196548573714713,0.0201630307537835,0.020626059445246,0.021047953945951,0.0214323685021329,0.0217826327286431,0.0221017804466392,0.0223925759609766,0.0226628897815849,0.0228765908870943,0.023067319137684,0.0232405394579473,0.0233982703903524
0,0,0,0,0,0,0,0,0,0.0490234748104242,0.115626314234816,0.176310548878313,0.23160376332007,0.281984880985306,0.326015578821005,0.365752380687095,0.401967054873242,0.434964517534817,0.465030576558361,0.492425649763785,0.517387020169624,0.540129241835895,0.561233856030205,0.580582272862851,0.598210362362915,0.614272414688598,0.628907558549839,0.642242556566591,0.654392910112328,0.665463859736841,0.67505217876473,0.683369304528403,0.690960921977289,0.697877007008001,0.70408648061564,0.708347139526423,0.710472110827245,0.712555759791137,0.714974979652296,0.718362841542025,0.72251775803092,0.726148025760171,0.729395933593435,0.732747892292724,0.735687801053235,0.738489919325848,0.740982346523263,0.743465148127049,0.745636509229414,0.747613507378696,0.7494696193428,0.75110911014608,0.752600113462283,0.753958480241811,0.755196162311261,0.756323891445355,0.757351436191639,0.758287696692367,0.759140782390515,0.759918082306434,0.76062632904015,0.761271657086053,0.76182296892171,0.762333114858952,0.762792113700348,0.763209603751458,0.763589907932247
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000606757753429527,0.00571792259240145,0.0102732946659703,0.0144581671581035,0.0181534374471349,0.0218073709922013,0.025450529630972,0.0290518957915862,0.0323743419036107,0.0354233703204706,0.038201664912162,0.0406824948578031,0.0429892413685744,0.0450950441099661,0.0470140954008096,0.0487626877332248,0.0503559417147791,0.0518076555320464,0.0531304031041764,0.0543356414283233,0.0554338097015793,0.0564344197321215,0.0573461383253474,0.058165048496125,0.0589241243821543,0.0596193338773759,0.0602539557006339,0.0608324956261541
0,0,0,0,0,0,-0.0326435811998091,-0.112073211359948,-0.181167458089121,-0.246894726159267,-0.308036066267187,-0.363742387130631,-0.414499911892735,-0.460748278048572,-0.501743734187002,-0.538839289936381,-0.572652980511752,-0.603462756576227,-0.631535477050446,-0.657114294409395,-0.680420760132349,-0.701653162667526,-0.720086112579967,-0.736596160754275,-0.751646191267696,-0.765359213906411,-0.777854009405317,-0.789238801709197,-0.799612200442603,-0.809064055022818,-0.817360973548992,-0.824601962108235,-0.831225576922408,-0.837267514859653,-0.842853149683573,-0.848087764731166,-0.851821733431229,-0.855449422396024,-0.859123765053908,-0.862789117906028,-0.865619702273995,-0.868213546924905,-0.870720165606528,-0.873442109377201,-0.875954408081487,-0.878483305662399,-0.880831285319195,-0.883160151183506,-0.885211320400403,-0.88707883045096,-0.888810159862824,-0.890359810848685,-0.891770023763467,-0.893054862305817,-0.8942255542942,-0.895292244997838,-0.89626417383111,-0.897149759185564,-0.897956671577937,-0.898691900097321,-0.899361812941418,-0.899972212574802,-0.900530214777401,-0.901019251216659,-0.901460720217418,-0.901862150741313,-0.902227795865085
0,0,0,0,0,0,0,0.0134745590207458,0.061804014363987,0.105899788169152,0.146109553007351,0.182746131911177,0.216128018082452,0.246544349490603,0.274803157415295,0.300645019870182,0.324194898128412,0.345652670303152,0.36520419313799,0.383018812570435,0.399250830311651,0.414038444654076,0.430083499865781,0.445466138459841,0.459478572862119,0.472246174511264,0.483879537613795,0.494479424801185,0.50413764722536,0.512937859788549,0.521380737068842,0.529393958766309,0.53669611359717,0.543343266781506,0.549403480296587,0.554823781516119,0.559603657875208,0.564158207428207,0.568825749519155,0.57341036355558,0.576730058955409,0.579794268995958,0.58251716505673,0.585058350107383,0.587415384314726,0.589775898063105,0.592245889143935,0.594632425849841,0.596777967604486,0.598732442559875,0.600501759897313,0.602128020022333,0.603607475740086,0.604955259373728,0.606183290399453,0.607302225115081,0.608321756652693,0.609250715811188,0.610097148797841,0.610868387010789,0.611571110546518,0.612211406060119,0.612693571895093,0.613199653624306,0.613661388599988,0.614081490442747,0.614464084610428
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047734908668253,0.0127738035794408,0.0200543779951449,0.0266863310723205,0.0327039143475105,0.0385197383990865,0.0447522995315225,0.0504011865078473,0.0557935292213706,0.0616912890506036,0.0670722757382663,0.0720034663528344,0.0762319734797623,0.0796179346577711,0.0830631674417628,0.0865527510639981,0.0898339290412464,0.0927948806506808,0.0955107540181869,0.0979855482078588,0.100210536352915,0.102266231537102,0.104140802161265,0.105848920542117,0.107405298893583,0.108823413151324,0.110115546064002,0.111292889451137,0.112365640896735,0.113343092060538,0.114233709156918,0.115045206285099,0.115863951949174,0.116625928513525,0.117323875503137,0.117960550091227,0.118540773476608
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311376541163167,0.0654965389694639,0.0968019577213808,0.125326289375977,0.15131659802273,0.174997999281597,0.196575610121304,0.216234110034109,0.232821823721589,0.247495722636918,0.260882006159893,0.27307909909898,0.284192635925737,0.294318876771002,0.303545530288662,0.311952513337537,0.319370008805226,0.325946826107586,0.331937597179396,0.337411305514221,0.342430521143432,0.347221318680216,0.351174137609971,0.354841505457541,0.358140317175449,0.360656733786855,0.363243052457095,0.365606824580112,0.367970084390991,0.370419245066847,0.372681284052201,0.374828053287096,0.377057526285778,0.37928949773011,0.381282050630418,0.383096496670662,0.384716324416257,0.386223711111121,0.387598978375746,0.388852208027514,0.389994115123808,0.391034579211644,0.391982611406824,0.392846423040155,0.393633496029177,0.394350647623153,0.395004089446076,0.395599481298411,0.396046445360464,0.396486054039481,0.396890603932686,0.397260051873336,0.39759687845962
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00262118212145212,-0.00574372558012831,-0.00855289534789173,-0.0111112282235328,-0.0133604312727438,-0.0154878482880939,-0.017429824063101,-0.0191995035170395,-0.0208119853576164,-0.022281219943448,-0.0236199318697541,-0.0248397163253443,-0.0259511384923304,-0.0269638249772537,-0.0278865471859407,-0.0287272972967372,-0.029323745403908,-0.0299545380387463,-0.0305389908135427,-0.031073136003339,-0.0315601449976945
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00120660768673628,0.0100340503353668,0.0198573156751185,0.02883101424585,0.0373622715805945,0.0457807584870504,0.0538000857705181,0.0611167624698849,0.0680300379010851,0.0742330162954714,0.0797236149931285,0.0842043489207529,0.0887991492283213,0.0929810986950724,0.0968366195689374,0.100350507363278,0.103505069395454,0.106423723368686,0.10908576257813,0.111511469125656,0.113721691904744,0.115735565148788,0.117570531478979,0.119242484459944,0.120765905746315,0.122153990484339,0.123418761599959,0.124571173935523,0.125562347187758,0.126525646662564,0.12741270233024,0.128222375022997,0.128960349046594
